"","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CR-Fsc","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BZB","US-BZo","US-CF1","US-CF2","US-CF3","US-CF4","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Elm","US-Esm","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-Ho1","US-HWB","US-IB1","US-IB2","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me5","US-Me6","US-Mo1","US-Mo3","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-NR3","US-Oho","US-ONA","US-Rls","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-SO2","US-SO3","US-SO4","US-SRC","US-SRM","US-SRS","US-Syv","US-Ton","US-Tw3","US-UC1","US-UC2","US-UiB","US-UiC","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-xAB","US-xBL","US-xCL","US-xDC","US-xDS","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xNG","US-xSE","US-xSR","US-xST","US-xTA","US-xTR","US-xUN"
"US-Var",4269.52189162138,2364.13708360382,1985.23382824706,3589.56211896883,2551.35416919501,2919.22324275661,3868.29983978479,4074.91690890665,3941.99320789725,3768.55694324543,3898.86241095313,3442.10686169704,4011.302295101,3658.26336694631,2464.21762017277,3307.91999494273,3219.22238034127,3400.38557541134,3405.8188394129,5122.09398649005,1900.61393171196,2511.07738861604,1710.47586200522,2034.02181217389,1794.63840161385,2118.55734171773,1966.69464853872,3383.9262909237,2230.13279985322,2672.03094939757,3372.05239355426,3173.68443711872,3310.32412948899,3104.61064862361,3046.6654565474,2520.29302752987,3111.79430550384,3023.31375733379,3143.74926001109,4792.25440817485,2092.6328797315,2002.17361937241,1988.61106956677,1978.80576324346,1520.56793843584,4416.77334222642,3761.18244555703,2019.47182903907,1609.50837368009,5312.16875667645,4465.67809286588,2998.20136419759,2461.75961671326,2256.86292025603,2589.07355532737,3100.90929153757,2363.48608555344,5563.29585664373,3757.44849629423,1449.71059904361,3100.95152174675,2772.88967353581,3168.95909835469,3593.42319502417,1999.34335080075,2115.08078426628,2747.72920865131,2814.14048331454,3362.92650798499,2627.59809070024,2938.51958266513,1970.12484030354,2294.5053533488,2118.10422226637,2689.13665554396,2812.99997034074,3351.66223658074,3369.62906271227,3478.06460162958,3033.62655842135,3088.14644179,2961.46068573195,5562.36556802719,4029.82332889674,3746.25199344733,2954.0304755968,1890.79126875499,2578.39718064071,2950.10839714284,3125.03958538478,3098.50621012213,2660.75556656429,3335.87825533993,1801.54237396754,2576.07119850761,1643.74845958663,1840.69843619559,2404.10364547632,2717.1304609622,3173.06893930171,2993.86922322878,2842.60056681165,2214.8604553521,2219.59776710983,2276.16084018711,2100.1419370313,2477.99412955237,2514.83285845412,4082.58673216674,1308.02770169884,2374.09316966025,2683.18492529417,3079.32934577014,3132.98948214475,2957.2185420299,3483.44132961011,3587.67297812021,0,2706.04406179244,4480.5019045634,2387.02406989097,2994.37888390228,2518.90343410512,2441.12273442906,3256.85187734533,2973.54554920084,2809.24526851305,3005.14672756851,2903.39995901349,1773.8927579452,2416.39404625752,2905.88295900482,2442.56753241942,3506.73686146119,2218.48429073387,3653.25557087991,2677.75831984738,3523.99783618655,3812.68725322572
"US-WBW",3333.88454272611,2080.26333520645,2389.48190615026,2047.10058467798,1963.76467405436,2446.69867692648,2476.9709029416,2952.81141112794,2948.3407691448,2794.02681688322,2963.84857726951,2857.80839817835,3114.07145210478,2599.20563602495,1799.67682705082,1952.72427991913,2045.54912315381,2195.57856648362,1990.8867099329,3934.63447119895,2982.27455445501,3360.13057580587,3197.16882708484,1781.95583527754,2128.89237345985,1811.39812173322,2583.10875364771,1799.95607442025,2079.26820796807,2655.51501829189,2044.98108816834,3043.26751228992,2812.09131962994,2980.09460339225,1553.5083951671,1665.71422037408,1996.96486613271,1941.44274067207,3248.04376884477,4668.44624319021,1936.9109641837,2048.54211546823,1892.83444594782,1950.66026139428,2658.74441640932,3237.79395353467,2579.66047272936,1926.19156967315,2744.73988554342,4809.69799100488,3771.66163229518,2218.01926278321,2205.79196119804,1909.72639750148,2124.73147005307,2430.90097538675,1949.11516985427,4465.36917579516,2058.9659064862,2797.1653081065,1879.58017705936,1810.57547271184,1986.11509795127,1899.41461773626,3105.65259698726,2896.92044577779,1432.32480677346,1883.17802164141,1500.18270875003,2074.60159938746,2150.14189213792,2327.61589855192,2189.35583698317,2391.36135155368,1785.13125698703,1783.53910957469,1362.5592510401,2249.2551762001,2944.18776352533,1838.99574862479,1539.92035202307,1662.65287025705,3834.6560498588,3638.59426680998,1670.43436189528,2666.062372387,1986.88060401366,2221.22423324525,1953.55910447496,1912.35338523509,2142.31334380439,1964.50023425875,2792.87536196865,2139.64443222677,4123.61874438282,2582.70807347613,2313.86855764663,3136.35523866806,1565.69952068425,2036.26605362258,1700.99796483264,2491.18647120589,2960.54546921366,3042.78340389323,3114.40494483117,3083.82191150553,3102.65959986867,2790.65044217532,2436.6549101455,2232.57148524522,2097.54200434228,1869.57038448166,2188.8039040161,1428.8079430002,1688.79017814774,2135.33937925237,2283.84476939715,2706.04406179244,0,2604.10943633372,2410.14714025862,1566.00131008634,1928.93641209193,1166.93411252147,1656.87699784221,1875.824616491,2204.69012683437,1233.21988206289,1601.85806644166,2826.47504016368,1448.89898065788,1245.76549015933,1920.62969178713,1358.08498271549,3429.86579653451,1774.94831505689,1492.57579771363,1866.1071877622,2027.17054058289
"US-WCr",4434.77255235076,2862.91345588439,2938.3933170605,1663.72869558878,2273.21486210897,2507.83868549506,2033.57441482981,1744.09112552187,2374.27897444118,2529.76406588965,2417.17582931548,2821.51757785804,2417.41866925293,1940.3936901491,2623.0346898418,2638.46777540729,2151.7244512638,1955.6296221859,1794.05313548593,5227.31855619695,4705.70604034883,4893.59362176908,4880.7183355676,3059.12324454565,3564.78313072841,2920.78116547829,4290.50171542026,1609.58832295888,3782.12888404335,3852.87029747651,1899.03768459109,3074.26351677137,2663.69509701962,3004.19708768949,1940.27245614624,2872.16048143107,2323.90940752788,2238.5945206584,3392.70476495885,4237.15442207147,2924.72502093391,3156.39518704283,2905.64449535562,2979.4583414445,4237.8886150264,2702.19053756191,2738.18044404652,3014.08202727942,4079.48541530295,5904.57659281098,4871.73801388255,2792.71532105934,2704.30173388647,3812.06046945613,3600.4623811042,2869.37882653402,2809.26228683192,3081.48006830837,1835.60623687139,4043.90638347014,2227.38001672518,2520.28192233282,2072.72973155805,2088.84811377603,4951.13429427339,4681.602644277,2447.79453157195,2631.42900693179,2133.55830234197,2947.79469997146,2364.97216580122,3077.2852959402,2813.03137595613,3157.67343632325,2521.70811619993,2402.22211590802,2016.70391412675,2449.75740036719,3311.76490462646,3436.56442842967,3054.72367681974,2887.78334624318,4041.30532710287,2709.99837645349,1855.73814589614,4391.44770198904,3032.09384520762,2648.58172980316,2133.17382369072,1975.55269059476,2206.65904663948,2569.45513556661,2848.34829305444,3244.20268764894,5806.8460892709,4235.25198969716,3924.35860974995,4498.06929999197,2428.4480482269,2222.90027930506,2670.56852464746,2890.25725582984,4576.88987437021,4740.18477641733,4751.51959940977,4950.53442315501,4889.3325012144,4633.55508125604,854.273816830792,3878.97945465954,3603.38252106402,2472.40915629148,2423.4583362801,2273.69341004509,2589.03688466374,1761.52423897761,1633.3176306974,4480.5019045634,2604.10943633372,0,3095.95690435048,2535.10335194052,2474.47650194802,2794.20018800304,2742.9468996361,1986.84755307167,3642.55676803667,2806.0891393464,3361.25278246847,4674.2646283344,2680.32779441255,2271.47790382141,2507.06488373363,2117.08305126669,5316.67819780271,1171.84414378761,3269.26012442847,1372.60057646807,1018.76417442198
"US-Wdn",4696.84715009782,1875.40129857828,1806.52517264715,2167.58044349226,1549.09754644522,1480.39868838431,2199.60736808429,2518.20701421508,2168.26264538726,1978.3420077754,2178.05198954462,1822.50602383938,2440.04653984957,1935.85536106478,1416.06270461255,2179.73447972657,2117.14138376257,2292.76337091087,2300.05573255384,5455.07231747189,2751.54237250166,3423.85929562446,2753.10012200179,2108.02359889515,1914.98908681327,2406.84803319046,2379.03837056107,2348.24749187041,2698.80865793356,3298.27893702412,2068.5836680076,1714.98557618788,1658.28380524773,1505.67943080025,2290.00427711931,1896.26101621387,1882.97442031452,1867.82218690447,1735.05059065187,3325.94974174106,1893.710224428,1797.51475035579,1862.22569469915,1750.01607970419,1987.19325845242,2873.24142799189,2944.39831106733,1317.4947459409,2704.94809082571,5473.13382572212,4661.43841795933,2494.39141744662,1203.48387363726,2634.25829440314,3167.03855343422,2568.60786977541,1695.63515645818,4158.76758529072,2388.22683924192,1853.06662896731,1802.54168103629,2121.28934934041,2247.21791826735,2632.33666781139,2819.87305711591,2688.61546196457,2293.34354144414,2538.17297768949,2853.99028286497,1566.89141788416,2355.70349443999,1414.78715687728,1553.14298646881,1555.07806138901,2320.65594437097,2354.62600216004,2778.08136854401,2796.98246236801,3210.5361573316,3133.55627529939,3165.09351231587,2924.30215758146,5483.44524145092,2515.8345388167,2599.81966878727,3232.98254666464,1691.33173386718,1509.97231458403,1899.4315431319,1888.62638782811,1762.41093966899,1441.92368454297,1614.3000728326,1651.66117352396,3965.37669851322,2378.22467521548,2449.32743080146,3206.71910323382,1690.02773593423,1780.64848303543,2391.49029304156,3200.41607410613,2793.61583417373,2882.90803687057,2833.09380611979,2833.70994459623,3167.69637262995,3030.15986015792,2651.61202646465,2559.85542999169,2969.82779570568,2085.60377608516,2394.47559240921,2281.59472391506,2086.69714339001,2149.33854087609,2259.2438689367,2387.02406989097,2410.14714025862,3095.95690435048,0,2567.50405224247,2005.33698965391,2124.28701889172,3305.31997857134,1655.4507672642,3157.43205512352,2625.17652397591,3057.45718993245,2467.64727908503,1974.8820280667,2310.25316078753,1285.6504908208,3049.71153373537,3249.36495721267,2340.68145628962,2749.51130855558,2078.19595979399,2414.57286071503
"US-Wlr",3261.49660169778,2516.28000248174,2517.62414699346,2599.62681169088,1798.88477823874,2818.66260932843,3028.34898523943,2814.32460063683,3249.16212970048,3146.6038593566,2963.85203536134,3206.74767192197,2371.9118656184,2932.47541483657,2257.11025125823,2688.53432624114,2610.32350666376,2672.35424268955,2595.95347536205,4237.28536907587,3412.05439899953,3810.98963007711,3506.70382703281,1739.08101910387,2256.96431508618,1411.98091345704,3008.69799125771,1781.24499668176,2411.54739604099,2353.09420876468,1657.27324634022,3361.44408964093,3099.16125208217,3217.21154242871,1467.46094423082,2107.9960640814,1893.50698617511,1803.18491312464,3354.87104522638,4149.7194006642,2123.46388975075,2264.89707094927,2002.29667783699,2091.70013810894,2873.04159341166,3723.86306452988,1930.70435461034,2030.07471366534,2934.17880594552,4108.03780318579,3228.57927128804,2440.99318803239,2315.77629433614,2322.60302589852,2514.90658366074,2550.86102264628,2049.90134923421,4610.4158651088,2599.98631902258,2928.04119912492,2418.76097875436,1694.30397963378,1645.85566311288,1399.27663596223,3500.2563676786,3334.90253351271,896.656693373085,1152.83499646827,1219.20678627014,2102.60673389746,2461.85903626048,2503.56041814317,2401.92102279526,2582.03308916033,1352.03604306665,1433.77943642248,1183.11085003973,2334.39913090353,3492.64003369507,2093.04400488613,1840.47839736875,1614.77211033363,3351.30639044238,3978.32822997177,2342.10840208294,2947.6512138689,2145.57827217014,2419.42573367863,1850.65736079375,1824.86801220559,2066.68440653416,2017.3264273392,2912.49889181264,2285.18937220539,4499.00322643266,3028.67268202275,2739.92104219697,3554.06696458679,1645.28510011957,2100.32431473964,2269.48433095394,1892.72014106099,3296.43961600596,3391.25882990949,3450.18619504287,3463.86787612641,3472.15192764852,3200.11666148298,2608.16229006362,2401.32432263091,2279.45295708474,1799.38364600854,1718.12035349998,1505.45931811727,1690.18634975555,2777.96581086919,2891.45889567955,2994.37888390228,1566.00131008634,2535.10335194052,2567.50405224247,0,1893.71827142852,1506.69745319285,1729.7546874065,1909.62722538991,2133.77890941397,1790.34209696744,2098.83859866469,3184.76854414145,1359.29123519944,1234.1305880715,2147.96354620378,1701.95894005397,3841.82916473491,1962.36803065656,2156.9045414056,2341.99094865743,2419.50024029655
"US-xAB",3529.40024088691,1308.87251188301,1360.09283894733,2380.23327497164,1428.10688455121,2190.07116788801,2617.57392712848,2578.62727250433,2692.79285944765,2606.39666754409,2598.16646869431,2515.90984811053,2217.07666937871,2410.04602786501,1561.03056410402,2268.99371524977,2260.84731118791,2441.20834493839,2462.15357637382,4603.30964899736,3096.95010227995,4095.06747650617,3585.59993169963,2116.4379399666,2603.75739673642,1779.55964819917,3088.73914334701,1583.61390046004,2182.47119807668,2785.69119152258,1715.36524634595,2621.30308626574,2587.90044135772,2556.3019554054,1564.57940577739,2059.37886773041,1780.93197796741,1691.6173800089,2428.57104772688,3602.40721407945,1955.32145523231,2052.52472261825,1749.25684820908,1870.1971316303,2850.36248537159,3619.67855476707,2271.3981439972,2007.23280505899,2866.61391059875,4954.21581968345,3877.97290698182,2398.76829102074,1882.51513252279,2652.1399543966,2764.47743600952,2423.61940299437,1937.3860119823,4351.82406390177,2323.33324150958,2470.22422380669,2153.08082077963,1373.52323808328,1573.97232194384,1861.33032664265,3622.42864576805,3536.6457361969,1652.79987642231,1833.60537305271,2143.03145234944,1860.45453258795,2087.33037138842,1785.86324676533,1919.43187666777,2001.05971385093,1585.60882536252,1666.97025457373,2016.73596672206,1428.84338666865,3368.92925958948,2079.14398548196,2020.16494920422,1717.97153549591,4410.01489676794,3619.71317700566,2487.9192277261,2826.5540381199,1896.67294487744,2075.70551271707,1512.13141569362,1549.8377650788,1665.94110924629,1541.00055216609,2270.84612913224,2033.17646256526,4599.51870756994,2581.4100300214,2378.0721121598,3882.75239730669,1900.74496549967,1858.69814738212,2495.24839131197,2162.16853234846,3382.2726056412,3591.02699977998,3478.03223955582,3693.05626001596,3901.76962659038,3543.10556104151,2318.89519853118,2325.00593101037,2372.95572562552,1257.94479223205,1507.60419610461,1820.47440115994,1902.81970473159,2564.66872933851,2621.79074810464,2518.90343410512,1928.93641209193,2474.47650194802,2005.33698965391,1893.71827142852,0,1450.7073538181,2462.5982737838,1772.27113634585,2127.81557519743,2005.49749449994,2426.03451923609,3286.89757518969,1679.77317640901,1834.12795575745,1840.45654838755,2169.4347307976,3978.91271010516,1829.71151483254,2452.67235459591,2115.11023878655,2168.71949624845
"US-xBL",3231.35931305914,1799.72069169982,1873.0470028705,2255.47905319392,1822.76204839023,2523.87499940466,2674.2048078716,3062.92401473076,3120.17875732524,2934.49493247242,3061.30177182553,2850.79660448061,2878.76082582782,2717.80405789775,1690.94919248139,1997.30471854904,2220.677856937,2363.13849931909,2286.24305323684,4082.25780770127,2890.76798677648,3617.82670726147,3267.8035566438,1805.73413675701,2254.73973359617,1693.02451158119,2580.36108698005,1746.6949276185,1728.67883374103,2466.86421115085,1941.9550899886,3014.00424278018,2849.30644843121,2891.78122082282,1573.34686871793,1695.42251270944,1851.60207920561,1743.32308949696,2794.30880853342,4182.8034044259,1938.4906741163,2029.06088206674,1790.01598022362,1874.01706125381,2569.21097101246,3447.425739458,2342.60662469811,1913.92861837335,2715.94957226351,4651.16603316496,3619.64048280643,2188.47972050677,2146.40693847192,2083.13541427637,2371.35462968357,2277.67497567574,1851.68418900864,4649.25247765198,2259.21499959266,2504.50256842372,2031.76887068126,1334.47168775784,1638.48122518027,1784.18360894649,3180.92356304254,3091.71899234142,1289.04131944078,1583.4097606196,1625.10294082514,1674.7180842584,2216.39463606612,2071.16754494692,2108.58288408579,2096.29467491466,1410.91046377705,1490.56999021485,1504.30274673716,2138.93004325089,3135.52779790536,1591.54129439916,1455.23358478921,1317.69604002146,3948.43160694656,3843.53273514548,2024.86400774982,2327.23145319873,1941.62143546537,2280.95636947918,1661.87741138271,1765.80226657732,1893.7775444753,1614.1638612221,2693.27010782211,2043.95859957686,4258.30574858899,2523.49747549257,2280.0459807214,3435.79975328119,1576.11204764398,2037.92826284274,1853.14095574053,2193.60896769229,3037.20001755947,3181.04756682485,3100.66545778596,3229.55799055804,3381.58841033242,3022.85559570194,2574.30076258802,2121.53789179563,1876.4535537882,1384.96910528391,1663.0971099684,1430.33476253748,1617.43158278869,2443.18176436469,2592.31091393739,2441.12273442906,1166.93411252147,2794.20018800304,2124.28701889172,1506.69745319285,1450.7073538181,0,1762.41165655319,1887.06746150172,1810.12341513354,1348.92847187799,1679.75967551877,2803.79091306874,1305.02018718519,1359.02279799637,1874.36101705681,1488.89229486287,3542.51959761972,1945.94941607271,1704.56303461964,2047.70280721899,2298.97579768409
"US-xCL",2698.54884983421,3062.66751689454,3325.92258340361,2725.17606309238,2574.07131102419,3479.7128128841,3269.44262515259,3136.33234677724,3695.58851804818,3684.22224536966,3503.60507563639,3827.82783451147,3601.55229686638,3385.25201999533,2982.19330793989,2863.54645624799,2818.01064688165,2848.32063943534,2738.9353802063,3373.58405995236,3449.14325190383,3487.86633009244,3725.19929786077,2186.46032290456,2725.83283332822,1787.25728476451,3211.62888674394,2230.06144640243,2448.64307954424,2818.41070248762,2456.62851060531,4206.19745015602,3885.31215027611,4102.99291881526,2114.91452209172,2686.7546697882,2546.44445618965,2458.45848337779,4188.92070872442,5259.13021157247,2757.09931526729,2868.58714333783,2634.12010432715,2765.52415221106,3394.57916925525,3762.98368666117,2964.97085326478,2815.19310883801,3166.88027568467,4542.67052589647,3533.23790307788,2215.39093732292,3067.4847417316,1958.18674720012,1827.85515942907,2401.87461441714,2665.18374022133,4721.54382012492,2910.12045387044,3618.36151497024,2747.4802499349,2300.63472431002,2407.43552056362,2258.93500888442,3468.52053419213,3159.57775843201,1678.6796512834,1804.22393569356,1592.08708292261,2743.98073823999,2609.70438814507,3172.90189751481,3012.53848503777,3106.32802392141,2049.70236310913,2156.64777112028,1276.4895531131,2627.34748100549,3227.95535829685,2050.85219409884,1549.21620982699,1579.96663865052,3140.15573032919,4441.46449795447,2290.71125312161,2677.52328265936,2777.8609131626,3068.81119142572,2623.07357120023,2583.7782313348,2802.07367401777,2807.67657050223,3743.32749838724,2957.10219183613,4480.01081556006,3376.06114267259,2926.92162736685,3272.37622549851,2220.86518399863,2698.96675177582,2206.5723675287,2224.13204098472,3311.37331057199,3464.77888687633,3427.35402074454,3364.14373985908,3326.82828988833,2997.68651932568,2837.45959194621,2413.11195402762,2241.96873505186,2507.6010032207,2606.37578587194,1923.14847119675,2202.43111731612,2923.11102232097,3061.21180456396,3256.85187734533,1656.87699784221,2742.9468996361,3305.31997857134,1729.7546874065,2462.5982737838,1762.41165655319,0,2669.00875384327,2036.74972132401,1829.01188411122,1373.98012018845,3238.42414059136,1883.06730782015,1611.62100186079,2954.64401977992,1335.64798615786,3688.2290443703,2163.55385126411,1692.29590109325,2540.19695361993,2566.42519770086
"US-xDC",4206.54859872799,1901.39833945659,1793.22075880345,1780.98550141333,1277.58971203381,1609.15558659188,2000.13412881853,1797.50574460354,1905.03809633336,1869.33943432029,1748.7884593441,1790.9075833957,1826.61478080296,1605.44028792644,1542.27452449842,2165.49794903729,2015.55171994271,2118.01385350546,2044.94435822198,5098.54767988506,3535.31528916199,4062.80392722002,3579.59002550487,1787.57080338818,2264.8936554842,1924.69539088291,3089.24510855874,1667.50229674761,2815.62406245541,3125.80661719095,1308.08380203675,1973.96917487138,1721.21838815255,1798.40476867116,1516.1879075696,1824.57681143316,1565.96139966297,1499.05217657938,2043.07538141059,3343.22555030287,1685.91011513347,1810.18817981063,1581.5753545409,1652.93457504076,2830.46509340944,3036.56790554736,2247.23394681905,1629.43214273565,2914.4115168303,5214.70129330967,4402.2472463893,2453.55215740954,1428.43553244614,2802.0857342493,3036.75542996348,2602.20281391981,1614.9274967585,3710.2775306339,1817.43152393858,2648.43820235684,1718.50831198433,1843.07345295295,1677.33004664224,1800.6956783057,3708.78497035685,3529.72725885085,1637.93382609854,2034.22741708214,1835.10551164222,1462.70926429751,2090.36552229853,2057.82229929962,1925.78993190129,2246.85745059795,1916.17843811026,1906.927017776,2024.37258903535,2289.06593307064,3283.40675858596,2753.93744224607,2518.15659979641,2429.39746359811,4630.10614556279,2610.76781633016,1948.74355203611,3484.48389791374,1729.36951307442,1447.30725520674,1358.75399272707,1385.8262704274,1347.80352816517,1216.25639343731,1508.37500406097,1841.82024725642,4583.80169937784,3060.74400463562,2848.62174433593,3776.05580536293,1346.45539923757,1384.26565872926,2324.55504980328,2648.89463636533,3466.21327304085,3533.85579172752,3611.24489812132,3666.14106901981,3658.20709632148,3402.09865128632,1571.5593558267,2745.08193983173,2750.74152452022,1744.513452259,1972.39321681555,1594.72375064016,1631.23338152531,1829.71332315805,1936.90479429526,2973.54554920084,1875.824616491,1986.84755307167,1655.4507672642,1909.62722538991,1772.27113634585,1887.06746150172,2669.00875384327,0,2973.00343397994,1935.74101483508,2575.85519379793,3361.15685724843,1557.01213730466,1424.30232969859,960.636507507593,2204.22901190819,4091.31963740261,1249.99241636269,2394.54106115849,1252.10725093953,1390.39886805277
"US-xDS",2448.08996024808,2959.63794495434,2828.76344291592,3490.93709927781,2781.92731089803,3599.96237729089,3843.44297637697,3752.56381901108,4055.5853590068,3944.48104924678,3863.331286364,3881.43306079806,3500.55869251072,3738.13982726816,2772.15385575627,3217.91937474347,3418.68993521411,3521.80302469601,3470.38780845502,3107.02313929394,2841.64942434969,3173.94877172591,3569.3126340014,2427.85428080437,2935.9188030232,1993.90811027148,2849.59032830252,2678.51566868527,2375.40736476843,2896.29482919169,2706.50603901151,4038.33443444633,3981.83980758773,3969.46575129656,2354.51146188264,2719.99622548182,2613.45966924545,2543.79909852224,3655.26473327584,4749.71073235746,3091.48562478595,3125.80592971788,2913.84516176891,3021.15368969823,3199.72441164856,4555.34961273225,2971.01109398573,2900.06916560919,3244.5737704411,3652.33746420985,2570.4659768308,2859.42824161937,3150.61167890458,2038.35421721462,2162.97658279418,2936.48102988703,2746.29843772107,5471.77964821967,3487.05667491486,3282.86146543368,3249.04565285904,2153.27218010868,2358.06141814972,2628.61088164861,3309.7605237997,3149.90987835632,2043.97268659517,2084.52683843674,2402.73137288614,2817.97274496155,3350.71586599961,3012.37774642493,3137.29623364927,3078.23985021029,1962.68205086168,2129.57949350533,2263.30719132592,2929.00620279385,3741.67312762534,2124.06313174947,1923.59212777679,1621.86914011775,4054.93802378878,4950.34535270127,3263.61517533015,1304.5806859421,3043.96511161132,3466.57824848738,2575.9844637499,2590.18669745314,2752.58667593551,2683.43281279593,3705.23271791187,3098.33180644889,4002.09794222045,2657.62378651025,2482.58286201721,3635.90382602616,2680.29740660447,2920.64238934956,3032.06800188139,2234.52131460776,3499.43780445587,3622.43298517938,3501.46542000089,3130.28152734792,3292.25923313112,2901.28916154404,3665.99499708228,2547.7222034402,2423.5840433561,2226.67550127222,2360.93259462426,2406.39479932097,2443.41023765804,3650.6810699937,3794.5048823646,2809.24526851305,2204.69012683437,3642.55676803667,3157.43205512352,2133.77890941397,2127.81557519743,1810.12341513354,2036.74972132401,2973.00343397994,0,2330.81825250303,1606.22825979164,2944.33031364193,2081.82021882005,2218.96701530928,2940.1839134978,2523.96484391145,3379.89515273756,2986.90260663857,2028.7752359149,3250.95418067663,3383.10943412931
"US-xGR",3329.24869441683,2071.75811936317,2418.43278919001,2230.30578054139,2167.47924504024,2746.27482845776,2739.7667518499,3085.55003162189,3148.94914981752,3085.78682344155,3078.94878540478,3078.63389559013,3232.43199450399,2828.45240722375,2126.62031911852,2140.68595173197,2366.32927917906,2450.58463376335,2287.43635697538,3781.28524558523,3275.16827969039,3882.61620982319,3565.67704761894,1929.84875652247,2486.41016053038,1927.97089779078,2997.2199067235,1931.27816598847,2068.37312873374,2599.06687165339,2117.04502983935,3315.77178617579,3099.88359574493,3213.62122301973,1739.95686950387,1879.00604849023,1948.66889929685,1919.20380127935,3220.74413629094,4630.68010393885,2171.54054387995,2242.41311303717,2036.34852124686,2086.09472520773,3052.0549440354,3604.90477025638,2523.11983341765,2229.86814598666,2924.02455890612,4862.31155054523,3961.76913267714,2483.3322426777,2483.60952684375,2290.32812092579,2528.25673317259,2767.68946874245,2019.28223794554,4561.15561044282,2088.75864042012,3053.6080937398,2192.88634071924,1832.93990303804,1955.14932633929,1967.64359937356,3535.28566232793,3336.0729168549,1630.28240605199,1961.82362090808,1476.27193677031,1890.14119150505,2439.80981292719,2613.06704144063,2511.06786649687,2625.32955420337,1906.69611784242,1884.86683826616,1730.62884802878,2225.59802128567,3228.67204950928,1919.89861852625,1557.83698379505,1660.95741704242,3841.36810947306,3779.49882080055,1850.21867334238,2648.31435893673,2179.18928289995,2359.12060039314,1994.43846550981,2005.75423907473,2119.10273847764,1956.97037870781,2695.1256331806,2279.36409756636,4432.60037470778,2939.84450666483,2693.68987030362,3527.89733582071,1722.92600855625,2116.20706620417,2001.5624873907,2272.54152126676,3382.6168707918,3458.67462005379,3505.48518825554,3476.89826180587,3446.95288374673,3136.90934272287,2529.0451794948,2623.00720323256,2065.21931570829,1869.88077667115,2121.72681520139,1450.34433521992,1493.94952491794,2391.95348941413,2560.26374081972,3005.14672756851,1233.21988206289,2806.0891393464,2625.17652397591,1790.34209696744,2005.49749449994,1348.92847187799,1829.01188411122,1935.74101483508,2330.81825250303,0,1722.8820665401,3278.54983208555,1472.8852188161,1323.83220368644,2168.72064944568,1399.86923360047,3845.00432569682,1990.43921678276,1631.41917513082,2021.96887221554,2205.51959128782
