"BR-Npw","BR-Sa1","BR-Sa3","CA-Ca1","CA-Ca2","CA-Cbo","CA-DBB","CA-Gro","CA-Let","CA-LP1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS5","CA-NS6","CA-NS7","CA-Oas","CA-Obs","CA-Ojp","CA-Qc2","CA-Qcu","CA-Qfo","CA-SF1","CA-SF2","CA-SF3","CA-SJ1","CA-SJ2","CA-SJ3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","CA-WP1","MX-EMg","MX-Lpa","US-A32","US-A74","US-ADR","US-ALQ","US-AR1","US-AR2","US-ARM","US-Atq","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Blo","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-Brw","US-BZB","US-BZF","US-BZS","US-CaV","US-Ced","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-CMW","US-Cop","US-CPk","US-CRT","US-CS2","US-Ctn","US-DFC","US-Dia","US-Dix","US-Elm","US-EML","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-GMF","US-Goo","US-Ha1","US-Ha2","US-HBK","US-Hn2","US-Ho2","US-Ho3","US-IB1","US-IB2","US-ICh","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KS2","US-KS4","US-KUT","US-LS1","US-LS2","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MMS","US-MOz","US-Mpj","US-MRf","US-MtB","US-Myb","US-NC1","US-NC2","US-NC3","US-NC4","US-Ne1","US-Ne2","US-Ne3","US-NR1","US-Oho","US-ONA","US-PHM","US-Pon","US-RC1","US-RC2","US-RC3","US-RC4","US-RC5","US-Rls","US-Rms","US-Ro1","US-Ro2","US-Ro3","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwe","US-Rwf","US-Rws","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-Seg","US-Ses","US-SFP","US-Shd","US-Skr","US-Slt","US-Snd","US-Sne","US-Snf","US-SO2","US-SO3","US-SO4","US-SP1","US-SP2","US-SP3","US-SRC","US-SRG","US-SRM","US-Srr","US-SRS","US-StJ","US-Syv","US-Ton","US-Tw1","US-Tw3","US-Tw4","US-Tw5","US-Twt","US-UMB","US-UMd","US-Var","US-Vcm","US-Vcp","US-Vcs","US-WBW","US-WCr","US-Wdn","US-Whs","US-Wjs","US-Wkg","US-Wlr","US-WPT","US-xAB","US-xAE","US-xBL","US-xBN","US-xBR","US-xCL","US-xCP","US-xDC","US-xDJ","US-xDL","US-xDS","US-xGR","US-xHA","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRM","US-xRN","US-xSE","US-xSJ","US-xSP","US-xSR","US-xST","US-xTA","US-xTE","US-xTL","US-xTR","US-xUK","US-xUN","US-xWD","US-xWR","US-xYE"
611.94,432.0615,373,61.12,36.66,97.25301,57.7673,76.0825,38.24,21.4825,125.05,24.466,13.8115,20.8,9.1365,19.648,9.3115,8.228,18.07,19.75,18.35,50.0095,15.774,85.063,16.08,25.11,15.55,9.36618,-0.7184,21.62195,55.7,56.79,76.75,121.436,121.679,18.615,218.2068753,294.35,161.02,201.93995,234.9642073,23.47745,145.701,156.685,162.7825,-1.36,236,122.4115,140.3933245,185.221527,38,192.5,198.665,-4.144,-18.305,-3.6055,70.5,96.5,39.4085,42.407,-1.1275,-3.23265,-7.9336,-21.995,41.5,178.1,45.146435,49.20662,27.1776,42.607135,169.5,328.9,165.325,69.291,73.09127,192.9851,86,67.2871,196.75,120.1,349.7,-13.451785,284.6,-3.296507752,295,72,210.95,221.05,305.7,65.4755,199.15593275,140.62,166,119.74,189.55,131.6102,34.7438745,120.85,113.15,56,107.85,-18.97,-25.88,-1.1552,277.93165,347.9,155.6686,22.43127,157.3,330.1,344.40205,11.306,299.5545,335.0575,114,35.817,83.2,61.76,138.35,136.16,227.82895065,292.314495,89.45,308.01,199.43662,241.36,252.4613,250.307515,243.2172,106.8,98.2,97.3,240.575,108.391,345.8953,151.3149075,121.7,43.64,38.935,79.1314,21.535,50.775,59.04,67.065,40.65334825,14.249535,44.964,49.358355,15.55468,48.49755,-26.30839443,17.59,51.730887,66.13,255.315,295.665,328.645,326.065,31.295,232.81071,265.88382,17,127.8,308.72,142.3,165.9985,173.430274,193.238475,280.1,254.25,303.95,244.3,243.95,205.7,308.5,247.3043,290.5,186.72122,280.298827,146.0461533,88.2415,158.057,231.361377,182.10892,173.544743,221.4533565,205.4260565,74.725,62.842,158.2,262.72693,336.86806,314.141635,143.195,117.5808,60.8445,292.45,327.999895,280.5319091,192.95,95.548511,76.98,234.865,137.465,-14.1,148.27,266.19,190.585,17.615,-7.51,188.165,304.945,109.655,180.375,217.86,284.835,187.415,183.115,73.635,107.3,24.345,226.615,126.745,199.63,263.345,276.555,268.87,86.96,302.18,327.035,-22.19,102.31,198.96,95.995,22.89,76.645,81.03
635.62,474.0255,421.595,93.525,50.025,132.38,87.8062,111.256,67.495,35.4395,203.74,52.8995,25.882,44.254,24.049,40.941,20.8315,17.058,51.485,56.555,50.22,64.2635,17.5935,115.7,35.935,52.9,36.36,23.9745,1.651,40.746,76.465,85.3,110.7,165.5,146.4775,31.99,252.54382665,369.7,217.75,290.75,256.3000861,33.551975,199.7555,218.905,237.85,-1.5645,283,150.01585,162.9692005,210.7691205,59,243,230.285,-3.343,-18.7775,-3.008,86,121.5,60.468,59.8975,-1.4795,0.83784,-3.5329,-19.78,45,219,78.12225,81.47948,67.539205,76.51756,250.5,419.45,215.67,190.334,99.866775,244.7626,112,87.7125,257,142.45,455,-6.5327941665,394.7,-5.24491938,384.45,72,311.3,345.9,386.1,90.25,257.53336925,161.318,207.5,147,233.35,154.9088,53.6515408333333,131.55,124.2,68.6,122.25,-20.97,-26.955,-0.95243,335.7242,391.1,206.3426,56.668365,215.73330065,411.05,424.2522,19.151,364.7435,394.494,153.61,45.378,115.3615,75.85,145.13,204.79,294.40605555,350.211455,126.5,409.485,254.43662,285.757,316.476,295.2729,283.78555,153.85,141.5,135.2,299.65,151.7072,426.67605,196.1514333,155.2,59.435,58.555,92.85,33.49,72.715,112.65286,112.45,50.81179816,20.663165,54.9425,68.6084,20.254285,65.509295,-23.882198165,19.05,151.65522,120.31406,293.78,349.355,387.155,369.47,87.5415,290.11352,320.871295,43,154.6,430.38,178.2,227.05,214.7116195,210.2963795,350.85,328.2,377.15,348.75,327.25,315.4815,383,317.9999,373.8,228.634689,348.31607,158.737505,117.1153,221.2945,274.5595065,235.076509,229.567619,241.99807,263.422535,115.36,100.953,210.2,311.05612,399.32709,372.27504,210.79,138.623,65.3905,363.7,390.82513,356.1,260.9,109.726441,99.34,316.85,244.97,-9.915,185.77,367.785,214.79,31.57,-0.05,312.465,406.45,141.77,219.765,326.795,353.7,259.395,259.1,96.995,143.37,49.96,286.39,216.12,222.6,305.605,307.68,336.865,104.305,356.48,382.81,-25.225,123.53,240.925,114.64,34.685,93.57,119.5
657.38,459.788,296.33,92.27,53.4,137.189005,83.94455,122.856,75.505,39.4725,220.77,64.448,35.341,57.12,27.4195,49.345,30.4945,30.987,79.13,83.78,72.565,59.6275,12.534,114.45,47.63,78.705,47.495,40.1704,2.496,65.2809,91.4,105.2,118.086,173.84,152.625,40.51,275.35615,404.75,226.885,316.85,252.3618682,39.81951,220.05,233.92,269.11,-1.644,293.5,134.29,186.778667,224.4085305,68,237.5,222.26,0.1685,-13.9415,-2.983,81.5,127.5,80.0615,79.208,-1.7845,4.1952,-3.78295,-16.295,46,216.45,69.396405,67.28483,51.990885,65.63712,294,450.4,231.42,303.298,111.6291,215.1935,115,81.50225,280.75,156.3,509.2,-2.63635375,446.45,-5.170941473,414.5,60,374.2,417.3,416.7,101.45,259.88825,156.185,216.5,145,210.6,157.3389,48.5446073333333,123.051,127.18,55.55,114,-23.545,-27.34,-1.754664,335.9765,393.6,227.81415,53.93823,247.05,422.675,446.5988,14.8695,389.9895,410.0595,156.48,44.264,152.8,92.35,148.3,233.39,296.37945785,370.015785,131.05,439.92,285.809859,291.9935,308.2779,278.8524,306.97015,181.7,166.4,162.2,326.79,163.836,473.00185,178.893534,188.55,58.3,52.78,94.83235,34.37,74.775,129.7785105,93.5,48.430641135,22.34484,53.815,80.5446,26.07707,66.55415,-21.587742355,22.45,171.9,132.42924,285.33,347.4,387.13,361.12,126.65,298.41052,322.13675,48,193.85,498.11,184.2,219.174,241.4900355,235.220932,351.15,347.05,385.35,374.25,355.65,368.5315,398.1015,342.6521,389.6,250.87455,369.69248,177.66465835,111.796,212.193,275.689782,235.8328185,254.9536225,283.0227195,269.7323945,129.41,115.847,207.495,333.32243,410.3326,403.79718,255.38,138.89965,75.148,380.6668,389.086305,373.3,295.4,136.0287425,102.39,351.22,253.31,2.065,156.42,404.775,215.48,37.395,5,320.82,410.14,188.17,193.32,349.125,363.39,241.82,273.175,129.82,170.365,54.65,314.73,252.61,234.565,289.02,272.61,356.915,108.89,367.02,381.46,-32.145,118.2,260.08,108.455,43.075,103.56,132.9
619.24,444.371,281.71,72.715,43.58,118.62,72.38,111.597,72.22,30.2645,183.78,60.364,38.084,56.1405,24.4015,52.8995,24.661,28.2425,85.34,84.58,71.77,46.4105,7.963,86.2485,51.36,78.815,50.94,41.9065,1.601,68.2966,76.51,88.35,99.7415,145.1,127.4325,35.54,239.59803165,394,210.25005,340.7,207.5842902,35.941415,208.205,213.21,249.9725,-1.6185,259,114.1965,143.656237,173.2831125,52.5,182,193.77,5.2625,-9.327,-2.3065,68,109,63.8235,69.381,-1.5235,3.8926,-4.1398,-17.28,45,170.75,50.35269,53.328545,23.292095,16.04289,275,416.9,212.17,335.8795,116.59405,136.78515,71,62.0131,241.75,126.6,487.15,-5.2041985,433.4,-5.490331008,389.95,31,369.27,414.45,402.95,96.2,208.82761175,126.935,167.5,109,154.8,122.0353,49.8425918333333,95.601,92.377,46.1,83.65,-23.93,-32.439,-1.789269,298.11425,356.6,210.5122,65.911811,227.37721295,386.1,409.45585,12.582,359.8025,379.085,128.34,45.1395,140.5,89.5,125.13,210.291,262,324.90866,107.9,403.29,235.414476,248.973,255.4664,233.79738,245.88185,168.65,150.9,147.8,274.745,150.734,454.87475,121.3768071,200.85,37.4534,39.03,74.4997,23.785,51.5,115.02,81.95,36.23,16.653295,41.66034352,68.0749,19.24098,49.2282,-21.255068475,15.8,139.45,132.86,235.255,297.41,334.66,295.52,119.1,254.724045,271.95612,43,199.4,451.78,162.85,190.8195,176.062881,205.511189,321.75,309.9,354.7,344.555,347.9,345.95,361.006,311.2608,358.6,225.354158,336.5919,134.20279165,90.24657,190.862,237.1799985,189.818845,214.4887185,229.299871,220.556338,121.18,104.71,172.54,287.8027,356.6458,299.826485,220.5,109.2894,79.2015,343.5,333.951685,333.2,267.1,121.6074075,80.86,339.42,238.315,2.245,129.4,345.265,176.68,40.34,5.3,335.035,426.25,223.705,156.925,348.59,321.215,226.33,234.32,118.46,144.125,54.01,264.275,252.925,227.36,231.45,225.385,335.12,99.8,271.83,312.51,-30.79,102.87,233.41,82.74,38.16,86.035,132.375
522.325,352.6105,190.355,47.385,27.62,80.93601,40.47235,73.354,46.47,12.52,113.67,35.877,26.0545,32.253,15.342,29.614,17.1625,15.1145,59,55.79,49.28,27.7295,-3.1755,40.3535,39.665,59.13,51.905,28.7649,-2.2215,45.7311,48.87,69.51,65.595,97.8,88.004,16.71,150.3930417,340.65,138.84995,263.1,131.53260385,9.589374,147.311,151.9605,190.79,-1.6805,172.5,61.282,101.0242695,119.991833,33,82,119.105,6.722,-12.483,-3.0655,39,69,40.57,45.885,-1.5735,1.488,-5.2181,-24.845,33,109.95,19.991305,18.33214,15.785145,13.030995,193,323.55,147.44,288.833,105.3826,74.524915,33,34.696,164,87.25,401.8,-6.467337,374.45,-5.394054264,312.5,-9,305.97,368.55,322.6,68.005,124.32676125,77.1605,109,66,74.31,71.43469,27.8992235,33.94,32.91,31.85,56.5,-23.44,-30.09,-1.773931,215.6919,270.82,148.21,83.12108624,163.6,291.25,330.655,0.7355,258.804,282.6245,75.2,25.56,115.55,57.94,93.665,141.995,177.0385151,234.344545,71.85,302.4,155,169.2665,177.6712,149.8237,152.6294,117,104.9,111.25,165.93,115.142,372.06815,66.26575775,170.5,17.8136,12.64,31.15,12.71,28.74,97.67765,38.8,15.053,8.345273,21.983,44.473385,5.7281375,26.011065,-21.130025295,3,108.435,107.55,141.67,197.215,228.665,187.44,97.672,180.34045,187.07132,27,156.25,303.61,99.2,115.88,137.906816,143.819301,241.45,220.75,257.45,287.67,290.8,272.4,276,229.06915,277,121.5457095,263.773805,53.285261665,51.872,126.546,157.067583,115.089971,145.342772,144.2758455,127.225352,87.317,76.16,95.2945,201.79827,244.259385,229.358805,173,62.73166,42.809,260,229.00005,238.4,195.7,104.5366985,48.295,270.77,166.2,-0.9,68.31,267.27,89.97,20.95,-3.305,321.605,328.09,170.82,77.705,275.05,224.795,163.31,172.71,85.825,101.975,40.735,155.695,180.73,133.635,143.665,125.145,246.94,40.54,198.76,190.77,-32.965,48.81,137.28,42.78,24.25,52.91,120.47
331.44,231.375,127.76,12.385,7.177,31.29165,10.3959,22.373,5.4275,0.4845,36.135,6.488,8.446,8.57,0.492,7.1425,4.122,-1.4135,23.95,18.19,14.88,6.83705,-10.4885,3.4595,22.77,25.92,21.53,9.91996,-10.7,15.7712,18.19,36.7,25.89,45.0745,35.8,1.975,50.30371667,255.55,62.985,150.7,25.191513715,-3.7917085,58.274,62.7575,94.5715,-1.5825,59.5,3.858,33.533756,46.0351255,4.5,-12.5,37.091,1.3915,-16.032,-2.191,9,33.5,16.9385,19.344,-1.447,-1.9155,-5.14715,-26.185,14,17.86,-8.340522,-18.17447,-10.336805,-10.3644,113,179.7,67.6325,206.2315,44.95612,19.193025,-4,7.531195,74.25,11.815,293.5,-6.6393368165,282,-4.6854058135,169.8,-53,193.2,234.35,173.35,22.65,29.847291,24.2845,27.5,10,11.12,11.82862,1.76118750833333,-5.5225,-6.735,6.1,13.65,-22.565,-31.97,-1.094979,99.51952,147.1,60.00167,25.143877485,72.6,174.45,193.147,-22.9015,144.332,166.5725,14.446,5.6485,50.085,31.605,27.33,89.1275,54.564597075,98.24671,29.65,151.875,53.591549,63.6435,67.10623,48.693865,57.97244,46.8,41.5,44.05,50.41,59.31495,248.18485,-0.2861916665,73.3,-7.520375,-3.436,-1.596325,-3.793,-1.6655,47.812273,13.46,-8.4790498965,-12.859995,-1.552,12.32,-10.40881,1.4651705,-21.427348065,-7.075,25.020066,58.44,16.915,68.59,102.845,57.96,46.623,66.544754,70.395027,6.5,77.8,292.66,19.98,25.973,44.9010245,46.1794755,124.1,94.85,128.75,187.15,205.8,192.1,150,116.3043,148.07,43.96915,145.935203,2.9195901165,8.4340165,36.259,55.291584,35.7016515,59.605253,55.4000585,26.852817,40.594,34.978,19.285,61.881091,86.832418,103.06076,97,10.86125,-2.2025,144.55,95.8134575,110.51997065,95.3,50.20173575,21.875,150.61,66.6,-0.65,4.91,143.735,8.88,3.705,-8.62,203.04,199.57,71.72,12.125,171.675,90.865,62.22,62.69,33.185,56.92,13.45,-3.865,98.69,44.835,32.22,29.185,136.03,4.85,50.815,39.085,-29.08,7.24,47.405,5.29,3.235,19.87,37.835
179.45,80.385,83.215,-9.9735,-4.932,-6.354755,-24.595,-10.888,-23.7575,-36.2767,-24.98,-13.328,-0.7985,-5.298,-12.891,-5.8125,-5.807,-6.773,-15.97,-20.8,-22.21,-2.57525,-11.591,-15.1045,5.48,5.625,5.035,-12.8395,-14.655,-3.687615,-8.63,0.021,-8.855,-3.905,-4.285,-6.155,-21.0343,133.15,4.359,38.78,-61.424717375,-12.039,-8.474,-6.8815,4.171235,-1.615,-56,-35.59785,-17.294298,-12.4434495,-39.5,-74,-18.3865,-6.594,-23.989,-4.031,-10.5,11,-6.9015,-9.0755,-1.286,-2.6749,-3.95,-24.89,-11,-37.15,-23.348875,-30.057645,-20.712805,-23.92007,12,29.916,-9.4315,81.414,4.518511,-9.496889,-31,-13.25195,-12.25,-23.45,136,-8.1649973335,153.05,-3.7553879845,7.298,-67,59.4595,100.95,3.2915,-31.32,-30.3618915,-13.3075,-27,-20,-46.95,-15.2226,-7.37543256666667,-33.03,-35.15,-20,-14.35,-22.555,-28.08,-1.0796395,-7.984975,9.845,-6.82467,-16.45287,-4.5854,42.87,47.461165,-45.587,25.1949,42.62455,-25.344,-6.431,-2.5915,-2.2015,-31.495,18.136,-14,-16.2749915,-0.8,12.541,-19.507042,-19.7392,-9.1152985,-16.498545,-12.394025,-12,-19,-18.8,-32.73,7.14235,92.293285,-67.1180954,8.5,-15.57,-10.51,-22.43075,-11.98,-16.77,-1.7095,-7.795,-34.1705,-30.86997,-24.392,-25.65847,-42.736845,-42.68842,-19.779674025,-23.025,-35.2013865,0.007,-77.745,-35.925,-30.52,-33.41,2.9535,-24.270813,-26.6986205,-29.5,13.3,107.29,-28.055,-25.575,-10.600863,-16.977304,8.405,1.72,16.66,98.7,99.15,89.5,10.25,2.66245,11.71,-14.139842,23.397438,-24.237297835,-13.083515,-28.453,-9.5297985,-21.7756135,-2.466712,-19.1621035,-42.6799295,-2.10475,-2.9589,-36.504,-29.5999,-34.5672,-0.475839,17.795,-17.7527,-33.5515,10.65,-22.934933,-7.069,9.75,-1.7501225,-0.64,26.075,-8.565,1.005,-43.245,21.615,-47.21,-18.745,-6.01,50.01,63.245,9.525,-49.035,33.655,-14.99,-0.335,-0.015,-23.17,3.87,-11.935,-87.125,21.955,-19.64,-33.795,-30.38,11.985,-15.62,-19.225,-48.17,-23.04,-19.805,-16.885,-18.23,-19.265,-2.63,-14.24
50.1,-9.0055,-1.49,-14.07,-11.43,-18.98483,-28.16,-21.855,-29.785,-42.3713,-51.47,-17.787,-2.1205,-6.7955,-12.253,-7.6945,-6.078,-7.2165,-31.92,-36.42,-30.6,-2.6469,-11.8375,-14.9195,-1.41,-1.33,-0.25,-18.7872,-11.59,-11.9132,-18.995,-13.837,-23.21,-22.23,-19.749,-5.755,-67.301183335,18.365,-46.249,-36.085,-76.28699592,-9.158176,-54.74,-55.881,-52.67715,-1.843,-108,-41.4578,-43.6459315,-57.851813,-49.5,-79,-35.979,-6.349,-25.32,-5.4455,-16,9,-33.6245,-42.304,-1.256,-2.41,-4.6789,-24.915,-21,-61.045,-21.87753,-33.34365,-22.570155,-21.99901,-51,-67.06,-48.508,-19.99,-14.6551,-19.85597,-36,-18.41945,-68,-44.77,-2.89,-8.9538516665,15.065,-4.076650388,-89.95,-55,-10.5175,2.48,-90.4,-80.7,-56.6501595,-25.743,-56,-27,-55.71,-12.71822,-8.85278616666667,-33.53,-34.25,-27.65,-22.75,-32.415,-32.68,-1.110437,-77.87846,-70.04,-50.6856,-49.007233765,-60.521335,-30.105,-36.161595,-43.102,-44.48305,-48.93795,-31.5565,-11.4515,-25.745,-12.025,-46.24,-16.312,-71.3183025,-92.3723845,-6.75,-101.61,-55.422535,-71.08665,-66.670725,-59.39375,-58.931585,-53.8,-50.75,-50.6,-67.665,-21.87767,-23.87547,-72.186482505,-22.7,-19.30835,-14.07,-20.85495,-11.345,-14.485,-51.9677982,-44.9415,-34.696175,-40.229695,-31.9930225,-42.038015,-47.48659,-51.70913,-20.314266705,-32.075,-57.07374865,-54.747,-81.775,-62.295,-58.64,-73.49,-32.135,-69.317139,-80.5512505,-45.5,-28.1,16.561,-54.765,-45.2675,-48.5536605,-54.4215115,-63.46,-78.25,-60.055,-4.555,3.686,-7.8,-78.25,-71.63435,-74.33,-30.8276395,-58.666674,-33.725471665,-14.60297,-55.1795,-46.737111,-52.23602,-39.6940795,-59.8504205,-72.8978875,-20.9035,-22.721,-44.442,-92.481423,-87.145624,-76.8882015,-25,-19.149995,-66.875,-78.935,-86.168833,-95.65,-44.35,-19.84515,-2.045,-54.95,-41.31,1.83,-28.18,-49.795,-49.315,-42.32,-5.845,-15.81,-38.615,-37.19,-61.22,-52.66,-72.53,-53.615,-59.81,-57.74,-35.185,-35.14,-62.715,-38.81,-47.215,-23.43,-36.48,-69.14,-14.92,-47.56,-39.69,-26.25,-15.705,-52.69,-18.595,-34.61,-4.17,-36.585
-8.43,-32.147,-17.945,-14.13,-9.603,-17.8972,-19.975,-17.28,-30.595,-40.37525,-57.985,-24.285,-2.3645,-6.811,-12.956,-9.276,-6.76,-7.4355,-24.74,-28.925,-31.3,-2.7692,-12.484,-13.076,-1.655,-1.955,-0.89,-23.22715,-15.355,-15.06305,-21.125,-18.18,-22.34,-21.72,-21.703,-4.125,-58.150751665,-46.22,-50.64,-3.8875,-69.87406207,-7.3314165,-52.302,-49.45,-55.8857,-1.7515,-104.5,-40.53385,-34.9653745,-53.869146,-43,-75,-33.0145,-7.598,-26.822,-4.3105,-19,8,-33.3325,-41.169,-1.0635,-3.2225,-5.218,-22.71,-23.5,-57.395,-24.693965,-34.0688,-23.36481,-24.436335,-59.5,-73.26,-45.27,-94.814,-19.11176,-84.88534,-27,-18.9587,-70,-37.785,-58.515,-8.62938,-53.565,-2.7992155035,-92.35,-49,-42.604,-60.63,-102.15,-75.2,-51.55825175,-21.867,-58.5,-26,-58.13,-15.24269,-7.62837746666667,-33.59,-34.525,-25.95,-20.6,-32.5445,-31.48,-1.44375,-74.83231,-71.0905,-52.76405,-47.329715,-64.34,-37.35,-54.43595,-45.486,-42.8733,-60.8419,-32.41,-9.45,-22.905,-18.745,-43.3633,-27.3,-71.390157705,-92.3049125,-7.1,-104.915,-55.387324,-65.48945,-61.57122,-61.170262,-53.64418,-49.9,-44.1,-46.4,-63.76,-26.0065,-49.14245,-68.487156665,-27.9,-15.83475,-12.755,-26.70135,-10.29,-21.99,-50.76917385,-23.7515,-34.367515,-33.147805,-34.0519765,-40.47423,-42.87924,-48.343255,-17.35267933,-36.54,-51.6365,-54.5375,-78.09,-57.11,-54.31,-67.965,-40.8535,-68.4579725,-77.6084045,-47,-31.5,-75.983,-50.355,-40.1375,-39.776141,-51.1409595,-60.375,-80.25,-59.165,-42.18,-30.915,-45.936,-81.9985,-77.72855,-82.65,-23.630934,-69.325,-31.245925,-14.399345,-53.669,-41.5729645,-41.10994,-31.667084,-53.0663905,-70.711268,-21.256,-21.236,-42.21,-88.212714,-84.97451,-81.5091225,-36.11,-20.559535,-58.2845,-90.24625,-81.387422,-98.35,-41.15,-17.6848,-1.105,-69.78,-38.11,-0.285,-27.62,-49.5,-46.815,-45.02,-7.455,-31.53,-54.31,-9.44,-61.89,-55.38,-48.855,-41.73,-58.99,-56.985,-45.04,-42.495,-48.51,-18.215,-46.55,-26.59,-34.07,-51.12,-13.705,-36.91,-38.71,-28.61,-15.545,-41.92,-16.16,-37.04,-2.695,-33.64
-24.46,-32.154,-16.3245,-12.775,-8.2055,-17.251735,-18.17,-18.092,-29.485,-35.3507,-62.365,-20.623,-2.379,-5.5495,-10.802,-9.0365,-6.18,-6.8095,-27.12,-25.905,-27.375,-2.50105,-10.4145,-13.8555,-1.445,-1.505,-1.02,-16.71815,-12.4,-9.82908,-22.93,-17.03,-24.745,-23.25,-21.7175,-3.02,-49.51482667,-45.185,-47.1035,-4.23,-64.883407125,-7.966261,-53.02,-48.2115,-54.23,-1.6315,-101,-40.4623,-29.2858035,-52.153406,-39.5,-72.5,-31.7915,-7.7345,-27.745,-5.11,-17,9,-26.88,-35.8175,-1.094,-3.29995,-7.7758,-20.22,-18,-54.23,-24.43686,-27.671035,-21.321325,-18.615475,-63,-65.575,-44.02,-95.675,-19.9811,-74.92383,-37,-19.0498,-69,-39.245,-62.15,-8.9713285,-51.605,-1.7312608525,-88.9,-44,-39.3815,-58.165,-98.25,-76.85,-48.3181165,-21.176,-61,-24,-35.775,-14.780075,-7.15170901666667,-29.875,-31.65,-22.85,-19.2,-31.17,-31.515,-1.46155,-73.59965,-67.4665,-52.481375,-46.15196495,-63.674158,-33.655,-52.60814,-48.24,-40.17415,-54.2014,-35.555,-10.01,-25.225,-19.44,-42.04,-23.461,-66,-91.164285,-6.3,-105.475,-53.802817,-62.7208,-60.417,-50.1216165,-49.70915,-46.4,-41.75,-45.4,-64.66,-26.72817,-45.43333,-65.767729175,-32.55,-17.8692,-10.16,-27.7,-10.73,-15.115,-50.043,-39.4905,-31.717175,-42.23809,-31.1235,-38.68921,-46.724095,-50.13331,-18.2939449,-33.635,-54.83022365,-57.045,-77.035,-54.645,-53.63,-64.585,-40.13,-65.967701,-74.7819975,-45,-24,-75.546,-48.02,-36.44,-41.255539,-41.5565805,-56.205,-76.85,-56.93,-43.225,-26.875,-45.8,-79.106,-76.2024,-78.47,-19.1114695,-67.155,-27.971788335,-13.002875,-52.05,-35.413174,-37.951248,-24.075476,-38.8888075,-67.387676,-20.453,-21.7285,-44.914,-86.602601,-82.284417,-80.916346,-35,-16.72123,-48.071,-85.2,-78.877287,-95.84840091,-40.7,-23.2654,-2.7,-62.88,-40.955,1.83,-29.36,-58.785,-38.99,-37.39,-6.88,-29.075,-48.44,-9.12,-51.57,-59.74,-51.77,-50.66,-57.315,-52.48,-23.36,-39.78,-58.62,-29.07,-41.61,-53.64,-29.77,-59.61,-12.315,-35.55,-40.77,-19.225,-12.82,-41.57,-12.99,-34.795,-3.315,-35.18
