"","BR-Sa3","CA-ARB","CA-ARF","CA-Ca1","CA-Ca2","CA-Cbo","CA-Let","CA-LP1","CA-MA1","CA-Na1","CA-NS1","CA-NS2","CA-NS3","CA-NS4","CA-NS6","CA-NS7","CA-Qcu","CA-Qfo","CA-SCC","CA-SF1","CA-SF2","CA-SF3","CA-TP1","CA-TP2","CA-TP3","CA-TP4","CA-TPD","MX-EMg","MX-Lpa","US-ADR","US-AR1","US-AR2","US-ARM","US-Aud","US-Bar","US-Bi1","US-Bi2","US-Bkg","US-Blk","US-Bn1","US-Bn2","US-Bn3","US-Bo1","US-Bo2","US-Br1","US-Br3","US-BRG","US-BZB","US-CaV","US-CF1","US-CF2","US-CF3","US-CF4","US-ChR","US-Cop","US-CPk","US-CRT","US-Ctn","US-Dia","US-Dk1","US-Dk2","US-Elm","US-Esm","US-Fcr","US-Fmf","US-FPe","US-FR2","US-FR3","US-Fuf","US-Fwf","US-GLE","US-HBK","US-Hn2","US-IB1","US-IB2","US-ICs","US-Ivo","US-Jo1","US-Jo2","US-KFS","US-KLS","US-Kon","US-KUT","US-Me2","US-Me3","US-Me4","US-Me5","US-Me6","US-MOz","US-MRf","US-MtB","US-NC1","US-NC2","US-NC3","US-NC4","US-Oho","US-ONA","US-Prr","US-Rms","US-Ro1","US-Ro4","US-Ro5","US-Ro6","US-Rpf","US-Rwf","US-SCd","US-SCg","US-SCs","US-SCw","US-SdH","US-SFP","US-Slt","US-Snd","US-Snf","US-SO2","US-SO3","US-SO4","US-SRC","US-SRG","US-SRM","US-SRS","US-Sta","US-Syv","US-Ton","US-Tw3","US-Uaf","US-UMB","US-UMd","US-Var","US-WBW","US-WCr","US-Wdn","US-Wlr","US-Wrc","US-xAB","US-xBL","US-xBR","US-xCL","US-xDC","US-xGR","US-xJE","US-xJR","US-xKA","US-xKZ","US-xMB","US-xML","US-xNG","US-xRN","US-xSE","US-xSJ","US-xSR","US-xST","US-xTA","US-xTE","US-xTR","US-xUK","US-xUN"
"US-Snf",1806.8963395,7885.62148525,10985.305625,6564.3574755,3506.7461125,11520.62887275,3989.2174555,17990.53049,5758.053933,16318.3831649999,6577.350259,14976.698224,15277.5428325,11381.823119,13080.550159,17445.432587,7829.578889,11155.980454,4553.83738599999,9511.90717850005,13417.0203934999,9845.98420950004,12276.907081,11785.356906,15365.619106,13857.700206,11102.515582,18958.20124505,21484.1031954999,22876.1122669755,5086.03504850001,17187.927206,3893.02313966666,16603.6984674997,2197.53107333334,4487.0398205,6310.21685099999,3950.81739049999,12777.5729899998,21932.333706,11327.68345,11109.528698,2874.22764499999,9633.91889400006,7814.3896535,6730.235122,2663.12422166666,17560.6975455,2906.145484,4590.69493975,8086.8399484,3572.18169900001,4530.38732,2020.8097495,14081.326706,16639.370206,11222.717589,11553.321154,7184.52229949998,1804.6036895,1697.5068905,62618.0455215,20878.8374369999,12867.5828,3850.2154225,10646.867088,11666.058019,6382.2072675,3954.193992,3879.5874405,6312.97438213095,8010.45719000001,20745.5316310324,3618.310354,5248.35306100002,17919.047084,15512.50478,22940.5503714445,18573.861143,1846.98860547,3803.26316275,2099.218092955,8685.53341649999,4828.99777866667,10266.673614,9526.77773199998,10490.6548055,13832.2884824167,1353.540085,1542.74574,16017.9983008334,2044.0681395,1864.23859949999,1474.3663995,51111.2361565,6587.5529359418,9314.86004149999,17138.106602,11166.513157755,1772.4433715,5341.2185675,6634.89134400002,7887.7479935,11250.5014014999,5479.32844160251,22276.6285305,11388.639687,5882.38417450001,16455.091206,9521.79815050001,6294.1130985,18515.4060539999,2293.8377155,0,27274.1497060001,27258.4652059999,27331.8187059999,17149.920643,15658.578056,21020.231897048,13486.96438935,14198.407044,4496.57489950002,4519.706962,3363.252419,18676.707595755,16653.264956,15241.658706,7539.67049149999,3625.77596750002,4015.060057,9964.657566,3144.47855649999,2321.126561,2482.65907333333,3278.90300399999,6228.34487116666,2184.21782633334,2764.42080166667,3752.03981583333,2506.38451633333,12974.9230865,3484.28243483334,2528.03773666666,14202.2142893333,2128.96219083334,4881.58351333333,5476.12487666667,2151.4720985,15370.4845115,22226.5645608333,2000.339264,5823.52162027778,8170.97342899998,5859.97875966667,1392.0123025,2896.70022816667
"US-SO2",34268.1549999999,21081.078528,13427.0885205,13946.14475,16271.4767500001,12033.08908325,25261.361,8602.37658000002,18964.4409999999,8014.86349999995,24679.2412500001,10627.56125,8892.65175,13653.747,15098.02025,6588.99250000004,46291.1959999999,10780.9475,30941.7897499999,18648.9304999998,12540.014,13476.131,12017.3726249999,10227.6803,9449.99060000005,10065.4095,10386.0485000001,4336.58666719998,3157.25900000003,2683.47080756201,20061.0229999999,7935.74750000001,25473.3541875,7747.85499999995,31488.4541249999,15110.2484889999,16055.2803454999,34980.7044999998,12150.551,4862.13600000001,11629.0579999999,12047.0119999999,30224.6874999997,11444.3955,17384.475,22806.5724999999,30490.3358750001,8392.81845000002,28169.225,10730.79462925,7821.73320234997,12131.546165,10194.5878725,24633.681,8354.54300000006,8871.52949999998,50560.4248649999,10753.2005000001,9661.00949999998,28939.2845,28816.8274999999,102434.0375,60154.9605,17807.1303194999,22469.5654999999,9115.61950000004,7506.55799999999,15919.105,21850.9475,17280.9495000001,20633.1387430119,16394.5285,3597.02182230089,37649.7384999999,43398.1985,20844.7896499999,20846.38995025,1216.65145833334,5138.44850000003,29369.5369027051,38849.9338649998,31683.3850975,13933.811,15428.5282083333,9882.37100000004,12841.5,10905.8680000001,7821.34109958334,34143.5364199999,27388.6335000001,6419.08516666666,24170.9576499999,24290.6021999999,32918.24685,90616.6985000002,20593.4598703146,10459.387701,29388.8005305,7964.69026274502,30246.3439400002,26778.29244,19811.2835,13999.2685,12067.692986,16727.1054490701,4217.71850000002,9526.45350000003,15330.9385,7805.85850000005,17339.4035000001,19501.1129999999,7431.03700000003,38419.5145,27274.1497060001,0,10.6259999999999,24.8815,6773.22300000001,5096.99502499997,2994.66620895201,9799.02658815004,10955.5165,24283.229275,13805.9685,17840.2035,19359.46380986,7423.02224999995,8077.27975000004,8988.85293999994,16748.6615,36488.383465,11411.208,26783.7384999999,23414.9564999999,15790.3054166667,19130.0880833334,20805.9538333334,29103.6097500001,21920.4410833333,19925.7725,22328.7560000001,8810.18816666669,24055.7518333333,28076.9976666666,7407.70208333334,38092.6385833333,13851.0557083333,16419.0088333333,25485.2555833334,6137.45066666665,3356.54441666669,29709.5165833334,15872.6592916668,12699.6958333333,19585.6704999999,32773.7793333334,21042.6397500001
"US-SO3",34255.6974999997,21056.621028,13402.3520205,13930.4942500001,16255.5542500002,12018.22058325,25245.5405,8586.65507999999,18950.4565000002,8005.707,24654.78975,10603.01575,8868.18224999998,13627.6555,15070.74125,6580.00599999999,46266.9094999999,10756.2870000001,30931.0867500001,18625.0730000002,12529.4435,13465.5215,11999.401125,10209.7058000001,9431.98210000007,10047.401,10370.738,4326.5801672,3138.41050000001,2666.12030756202,20043.4994999998,7921.48800000001,25456.5476875,7737.15849999998,31474.3676250001,15093.4079889999,16040.1338455001,34953.3550000002,12125.1335000002,4844.8535,11613.4015,12028.0295,30208.4930000001,11425.3450000001,17357.9105,22780.042,30476.419375,8367.34195000001,28154.6625000001,10716.3681292499,7806.28470234999,12118.312665,10181.3543725,24617.4525000001,8336.60550000003,8857.20500000001,50533.180365,10738.023,9647.50100000002,28924.382,28803.6589999999,102420.254,60132.2010000001,17790.8044825,22451.4670000002,9109.40800000004,7496.2455,15908.5855000001,21831.8630000001,17262.5110000001,20618.0322430118,16380.7360000001,3581.82005660091,37630.8409999999,43380.0630000001,20821.9951500001,20822.525121,1202.23250000001,5117.55300000003,29351.8124027051,38832.5833649998,31668.6865975003,13907.3145,15413.5347083335,9867.46849999999,12828.3535,10890.9995,7806.30259958333,34128.9009399999,27374.581,6400.30166666663,24152.82215,24271.7556999999,32905.8263499999,90602.8629999995,20575.496830353,10436.019201,29365.9750305001,7949.54976274504,30227.7354400001,26750.16394,19784.917,13972.84,12043.7105235,16711.76094907,4202.74000000003,9513.66599999997,15318.2740000001,7789.83400000005,17328.9379999999,19474.5145,7413.03750000003,38395.6020000001,27258.4652059999,10.6259999999999,0,29.3965000000001,6753.93450000001,5077.23052499996,2975.71770895201,9779.83108815006,10929.1555,24266.830775,13791.6099999999,17828.2930000001,19334.98808786,7406.65775000002,8060.84725000004,8975.37844,16734.031,36473.6509649999,11393.0755,26766.422,23399.3400000001,15762.4489166667,19116.0895833333,20792.1733333333,29090.7472499998,21906.2185833333,19912.604,22315.3495,8789.33566666669,24036.4973333332,28064.5091666667,7394.22758333333,38078.7560833332,13837.3432083332,16405.2283333332,25471.5770833333,6125.23616666666,3342.7029166667,29694.6140833334,15859.6607916667,12688.1253333332,19570.8700000001,32761.6308333334,21018.08125
"US-SO4",34328.9639999999,21130.414528,13476.0825205,14003.84675,16328.9147500001,12091.55008325,25318.898,8660.01758000001,19023.76,8078.86849999999,24728.56725,10676.74775,8941.97775,13701.4775,15144.43625,6653.1625,46340.516,10829.9045,31008.878,18699.4184999998,12607.0930000001,13543.2750000001,12072.845625,10283.1583,9505.4356,10120.8545,10444.0805,4399.7666672,3212.221,2739.522807562,20116.915,7994.8075,25529.9341875,7812.99200000004,31547.674125,15166.795489,16113.4873455,35027.0594999997,12199.335,4918.254,11686.7699999999,12101.4799999999,30281.8614999996,11498.7975,17431.584,22853.7145,30549.720875,8440.98345,28227.9829999999,10789.68462925,7879.72620235002,12119.410665,10182.4523725,24690.8219999999,8410.04900000003,8930.51849999999,50606.873865,10811.3695,9720.79049999998,28997.7124999999,28876.9384999999,102493.5595,60205.7704999998,17864.8507555,22524.8915,9112.823,7569.441,15981.7950000001,21905.3165000001,17335.9455,20691.3687430118,16454.0655,3656.54260088421,37705.2594999999,43453.4964999999,20895.7476499999,20896.13845275,1234.36005555555,5191.08350000001,29425.225902705,38905.9858650001,31742.0110975001,13980.986,15486.8685833334,9940.79899999998,12901.6640000001,10964.3290000001,7879.63709958333,34202.3488599998,27447.8865,6473.84916666667,24226.2556499999,24345.2021999999,32979.0838500001,90676.2174999997,20649.1039203465,10509.598701,29439.7205305,8022.887262745,30301.17494,26823.88344,19858.6005,14046.5095,12117.38302475,16785.10444907,4277.2285,9586.94600000002,15391.5545,7863.19749999999,17406.3075000001,19548.189,7486.46699999999,38469.1975,27331.8187059999,24.8815,29.3965000000001,0,6827.39399999999,5150.704025,3049.167208952,9853.31158815,11002.8235,24340.2052749999,13864.9245,17901.5355,19408.79238911,7480.03125,8134.22275,9048.66693999999,16807.3535,36546.9764649999,11466.501,26839.8234999999,23472.6915000001,15836.1604166667,19189.5200833333,20865.4708333333,29164.01775,21979.5290833333,19985.8835,22388.636,8862.84116666666,24109.9558333332,28137.7686666665,7467.51608333333,38152.0565833334,13910.6387083333,16478.5258333333,25544.8715833333,6198.65133333333,3417.95241666666,29767.9445833332,15932.9352916667,12761.3578333333,19644.1975,32834.8803333332,21091.69575
"US-SRC",23944.4655000001,13755.278528,8983.07502049998,4794.30625,7828.969,2666.58590825,14830.3246666667,959.71292,8841.75850000001,1449.2345,13992.05675,3271.83425,2467.2355,7485.44399999999,8832.37375,2820.79691666667,35801.2004999999,3418.70300000001,19659.486,8339.43000000002,2484.58900000001,3976.8385,2222.20987500001,1730.1839,1119.21095,1444.07175,2622.7085,1472.18254525,1401.781,2450.77429085901,9598.727,707.348499999999,15010.6962625,942.694500000001,21261.83025,6398.0520095,11456.5131255,24333.8030000001,2715.11500000001,1281.386,2988.97900000001,2753.094,19898.2745000002,3004.55650000002,8722.63650000001,11761.5605,20077.5447083333,3431.7859,18165.07,5715.54773425001,3704.5142649,9080.17869000001,6115.7145145,14356.6725,1449.7125,912.6235,40005.93131,2508.3325,4531.74650000002,18762.162,18778.681,91616.8634999998,50034.351,9469.49896450002,12003.2135,3228.9865,2541.459,6555.868,11506.862,7270.04849999999,10270.3510785833,6043.40150000001,1620.28805118245,26822.7955,33010.5955,13281.7604833333,13017.162589,2715.50881944445,601.196999999999,19164.012314455,28378.87891,21384.9114077,4687.49,6319.26400000002,2693.9985,3817.11500000001,2751.92,1452.82936858333,23796.7849850001,17223.7945,641.900499999999,13958.45465,14076.6472,22750.64395,80343.9955000001,9962.10573800497,4440.1787015,18567.1726705,3664.780890685,19824.38178,16128.69662,9564.9845,6476.1105,4513.2075155,6786.1807583705,1864.61849999999,1876.56349999999,5140.00750000001,1118.3695,6139.6645,8668.98650000001,1002.6395,28023.039,17149.920643,6773.22300000001,6753.93450000001,6827.39399999999,0,941.55465,1574.799316272,1142.90217685,1882.993,13850.956275,6628.606,8053.5245,14909.477419725,709.725799999999,860.472000000001,3908.088375,7511.03649999999,25554.735585,2402.83,16821.446,13228.074,12159.4934166667,9032.47925000001,9960.94433333334,18812.2434166667,11620.9950833334,9680.2011666667,12130.1581666667,1293.66175,13508.6955833333,17417.2566666667,1006.49941666667,27778.3505,4746.40695833334,6256.70391666666,15320.0520833333,1064.51025,1877.59708333333,19355.8706666666,5638.75970833332,4873.50608333333,9182.34433333333,22576.5068333334,10543.16475
"US-SRG",22616.6279499998,12646.495428,8589.61544749998,3807.218175,6108.221475,1987.60674175,13646.85175,1945.81274,8028.33725000001,2327.74615000001,13149.479425,3394.4311,2923.96537499999,7398.22247499999,9151.77662500001,3100.835625,34770.8434500001,2005.930075,19251.302725,8626.86105,3378.83095000002,4327.28557500001,2254.367175,1507.865175,1549.14635,1344.88015,1441.781525,1159.2792805,1440.56407499999,1702.480101487,8456.470725,1299.6871,13869.7139875,903.10235,19855.080575,5794.471961,9560.15493149999,23490.5597,3607.96032500004,1529.30017500001,3769.805825,3547.50832500001,18614.7929749999,1547.106,7637.1053,11296.757725,18854.8241916666,4248.68755,16541.163675,4047.63917124999,2155.3444317,8137.874695,4398.388951,13024.16495,653.250974999999,1770.789225,39073.27242,2495.147625,3243.3275,17314.480425,17173.2487,90788.6601250001,48618.1113749999,9470.21586699999,10879.28365,3261.69385000002,2048.0458,5623.55205000001,10386.855825,6405.05869999999,9022.23296158332,4942.75117500002,1585.58533284991,26052.3796249999,31809.8767749999,13185.3810416666,12909.0988135,1763.78432222222,674.866550000001,17776.669764705,27251.762305,20056.7680975,4006.693925,5422.5786,1367.45195,3265.07542499999,2129.21245,595.293991250001,22507.1084199999,15754.572325,536.847366666667,12582.635925,12708.5607,21266.3416,78980.3087999999,8986.05504965858,4175.916541,17862.9736045002,2535.04028306001,18661.07539,15293.9793,9387.06805,5615.22165000001,3494.01966825001,6232.1631071745,1543.239725,1248.502,4566.73465,767.572524999999,5803.67577500001,8536.31992499999,1189.0695,26895.5338,15658.578056,5096.99502499997,5077.23052499996,5150.704025,941.55465,0,1013.5044517475,1467.5356446,3047.40959999999,12675.6056,5388.22087499999,7275.86067499999,14305.744659105,1189.07535,796.72805,2717.806205,6274.90955000001,24853.14161,2532.377425,15513.3728499999,11797.149025,10156.2654416667,7939.04870833334,9161.97788333332,17456.5520083333,10318.901325,8332.43169166668,10687.826525,1314.731775,12475.0288083333,16420.9377166666,572.613841666667,26457.0077583333,3781.46720833334,5196.65000833332,13846.4804083333,1026.862325,1256.44075833333,18085.2400083333,4668.82544999998,3766.95259166667,7960.2585,21118.5987833333,9565.87592500001
"US-SRM",27993.9094410477,15270.138713915,9720.58956940148,7691.29339104801,10022.867841048,5770.74472429799,19001.6062243813,2406.608571048,12697.258541048,2785.175905301,18469.102091048,4801.709185915,3895.761704208,8967.1997664695,10310.962445368,3546.20901101884,40083.692141048,5365.365945368,24636.734791048,12434.8683410481,6234.38079104798,7170.17604104798,5772.84921604801,3991.65289104799,3203.35009104799,3820.178091048,4295.027241048,1042.6310674975,511.278904345,615.4480985535,13815.932591048,2046.309527906,19219.765228548,2157.43995126501,25223.001591048,8862.57068004799,11844.184355387,28788.9626410478,5946.13149104808,855.970088209002,5365.82279104803,5806.026591048,23968.5644410477,5384.00043591505,11337.517991048,16610.138541048,24219.6687827146,4068.0000611845,21909.250041048,6397.679904199,4634.939058373,10845.171173952,7747.038392548,18381.600141048,2825.248945803,2703.21204104801,44368.673726048,4656.112491048,5044.06383808801,22677.938391048,22549.096791048,96154.0933410477,53938.678841048,11647.991416048,16224.373541048,6238.16434104797,3497.25029050749,9635.16329104803,15615.250041048,11041.608591048,14372.3228073456,10125.575991048,1095.43991193963,31394.3586910479,37153.3250910481,14849.8049743814,14859.760869798,660.403878430056,740.2014036645,23126.625505303,32598.477196048,25423.762438548,7738.26209104801,9170.13857438135,3972.4849621455,6570.27414104798,4671.98734104801,2488.27882067617,27880.5999310479,21125.298591048,1671.098994958,17930.073841048,18053.677791048,26646.666041048,84351.8594910479,14344.783519493,6059.155298501,23169.3429185479,4354.08991243151,24007.632931048,20591.510771048,13613.853791048,8217.33609006901,6327.89248238199,10470.8506303905,628.254682660498,3267.56514104801,9056.82844104801,1851.466841048,11034.214341048,13305.706141048,1423.185791048,32210.015791048,21020.231897048,2994.66620895201,2975.71770895201,3049.167208952,1574.799316272,1013.5044517475,0,3578.32882919799,4758.397491048,18027.967466048,7832.22753591499,11562.043691048,15413.082860768,1817.777767927,2379.225907843,4452.73226230251,10489.053641048,30211.138771048,5170.612041048,20538.6310910479,17160.377941048,13656.5974756187,12865.0048243813,14526.2462243813,22831.4806743814,15657.2919743813,13655.3867243813,16057.5754243813,2786.4354854,17816.5694243813,21792.0530577146,1928.16484766066,31826.1215077147,7585.42874938134,10154.6149743813,19220.4726243813,1617.60064656633,383.6539594055,23448.628941048,9599.47114938132,6489.66765771468,13322.672541048,26498.8972077146,14836.628491048
"US-SRS",20649.0225580499,12978.72811615,9519.89749370001,3149.1663898,6062.57112445,858.080558500001,10943.0481643167,1449.3870885,6199.74127594999,2187.5140961,9771.36868705,3528.62207415,3800.68882435,7656.61058815,9188.82732159999,3756.57853535,31548.97933145,1551.4127106,15768.57241185,6571.61399755001,1972.06039914999,2990.14465965001,904.861529199998,792.916062049998,713.136714599999,578.02941955,1171.13676335,3330.5897965,3490.55239785,5433.76962705449,5972.11797224999,1021.72692375,11099.07803695,1158.7929035,17732.76913205,5241.14944639999,10530.3931,19843.96217065,2268.1618445,4013.98558814999,2759.63965874999,2147.43260885,16046.80844985,1105.49821855,6361.038234,8066.84567695,16323.19012145,4124.49768145001,14557.36941185,4405.25408259999,3047.5571213,6258.64539759998,4864.34840679998,10711.27205765,667.2822326,1009.0174838,35514.05612965,1989.16264355,4308.44688520001,15002.7910200499,15305.31291185,87714.3916582503,45783.0746832499,9112.08219334997,8078.87227145002,2629.88735819999,2534.09673365,5117.08271550003,7904.79253285001,4926.21624145,6766.71648983334,2924.57838265001,3163.56826428246,22697.92462545,29055.25105785,12927.31023815,12608.9920229,5240.84962981665,1660.17808815,15405.324102555,24355.24993805,17943.8238326499,2974.4256136,4602.89158013335,1575.1554946,2766.18934784999,1909.23110984999,959.4630479,20251.3553318501,13760.42191185,1172.95705766666,10083.08849905,10179.47041085,19463.98582065,76981.1823892498,6023.57671944457,4038.32944595,14931.0069886501,3299.246739655,16081.20571185,11613.98837025,6726.0644032,5834.53308815,3395.31074635,4960.66999732949,4789.83308815001,1233.99502865,3044.76719455,1271.8879408,3341.72431210001,5799.38323605,1631.00658815,23759.07791185,13486.96438935,9799.02658815004,9779.83108815006,9853.31158815,1142.90217685,1467.5356446,3578.32882919799,0,1564.84365535,10016.20949625,5471.01194285001,6062.52610215,15394.198895225,1166.56536655,761.557795850001,3699.9349265,5702.07774390002,21568.54059685,1494.7595376,13703.43287095,9658.58030884998,8739.93490891667,6233.14119973333,6096.86224518333,15446.47049865,8373.20847645002,6382.78363118335,8481.00160171669,756.396029766666,9545.01116184997,13660.4204757167,751.052957333334,24336.0648347834,3145.92735156667,3700.60865955001,11914.4029147834,1639.31625995,4656.47242148332,15840.0919093166,2789.3378821,4022.10678988333,5563.05880165,19222.9725317833,6493.92069654999
"US-Sta",17897.9639999999,12092.281526,6389.35302250002,3538.08700000001,7376.23299999999,1846.87245825,9476.13166666666,1147.162685,5997.744,1231.1945,8581.50974999998,1455.735,2459.04525,5729.50175,6899.83325,1975.716,30730.9485,3002.4045,12171.5285,4343.10899999998,732.419,1274.0265,1939.979625,1629.3708,1256.4284,1353.24255,2162.2365,3890.3053092,3409.883,6193.80877859649,4970.19349999999,1653.694,8716.9944125,1976.10299999998,16435.317875,6956.231984,12830.650565,17580.6335,963.846000000001,3773.71600000001,1691.8475,2039.3305,14367.2814999999,2582.478,4642.7965,6404.838,13715.645125,3532.17609999999,16855.377,6145.84199325,4240.6168394,6795.86837,5377.3852035,10632.958,1869.7365,1173.262,35813.33251,1299.4395,4678.78699999999,15416.305,15525.507,84131.0894999999,48089.4965,6916.01351999999,6193.5625,1515.695,2564.274,3914.73150000001,8862.7805,5577.319,6410.72384694047,3359.86150000001,3604.96538148245,20964.5245,28082.1745,10908.46515,10583.85870375,6272.60852777779,2542.1575,15665.36729343,22200.24172,16519.0547934,1794.2795,5148.566375,2603.919,2196.623,1894.7965,2251.501151,18982.5216199999,13095.126,2279.95349999999,10917.1683,11610.7642,17954.03905,75263.0234999998,4596.92475374816,3387.8737325,14251.728384,2576.136237255,13523.8233,10043.2554,6118.92349999999,2663.47,1611.438994,4636.8978183065,5437.93449999999,2488.4595,3826.54299999999,2301.19600000001,2571.2435,4164.35450000001,2174.9005,25474.5675,14198.407044,10955.5165,10929.1555,11002.8235,1882.993,3047.40959999999,4758.397491048,1564.84365535,0,8032.64751,7559.3075,7746.40375000001,12989.31601999,1600.09645,1761.68375,4932.68597000001,5887.0705,19082.090895,1230.4885,16956.717,9739.02599999999,9828.53241666667,7631.60391666665,4611.88983333334,13153.55525,7186.08674999999,5319.31433333335,8082.2965,1252.47058333333,8068.01641666667,10946.805,1534.88358333333,22403.50775,3295.36545833334,3547.34583333333,11356.56925,2393.98933333333,5690.82241666667,14084.6435833333,3588.94883333332,3086.44366666667,4235.96433333333,17630.5383333333,6092.17774999999
"US-Syv",6593.62260500003,9556.69747699999,6752.22102549998,3091.91709,2737.95478000001,7950.08494175002,1941.679265,13311.022695,3030.25589,9427.55139,6076.32521,6607.96305500002,7958.913255,7470.846425,7992.47432,9597.96180000001,17416.835495,5539.12506500001,3105.433105,5038.35980999999,6907.56456000002,5377.51915000004,9274.50165,8807.001475,12270.038675,10813.6079,7621.435775,15997.76246585,16060.808775,19751.670112812,1758.733035,13699.536775,616.302937500001,12026.7252749999,5123.71914166668,5978.83797149997,10022.484365,5874.55342,6781.54623499999,17895.803275,8577.594325,7789.49760000003,3194.883695,6141.01377499998,3740.81640000001,3309.22983000001,2736.55799166666,10471.5195649999,7674.71607000002,4414.83254324999,5674.28793889999,2612.42330333333,3165.50145250001,1806.453335,10676.019775,12387.483775,21302.776505,5668.018265,5722.56166,5250.9417,6059.41452500005,72557.9022999998,32827.704045,8693.6615335,1851.945895,5091.10284,7188.31279500001,3312.18275499999,3190.10587,1932.90377,3233.89230975,3613.473985,16481.0518099825,8057.23196999999,14617.48962,15092.04762,14277.7145594999,19699.3519627778,15280.560775,5516.65332968498,9384.40872500001,4714.76835968,3632.6367,3595.084665,7286.915275,5857.36538499999,7239.235475,10802.4111154167,7616.40970749994,4137.069655,12694.2941083334,3551.74500500001,2830.35663499999,7043.71978500001,62979.439095,2710.75483348224,5624.92203900001,13724.9822734999,6879.17477725501,3672.372905,3067.74416,3571.59173500001,2974.77986000001,4683.89559399999,3156.0410050725,19020.010775,8334.09577500003,3261.840235,13409.060775,3975.65152999999,3942.83561500001,15502.482275,9964.553035,4496.57489950002,24283.229275,24266.830775,24340.2052749999,13850.956275,12675.6056,18027.967466048,10016.20949625,8032.64751,0,7081.48979500002,4825.26343999997,15733.49309378,13630.49611,12242.218275,6006.891185,2972.08536500001,6754.30503,6327.8948,8327.68813500005,2504.21623,1261.51013333333,2699.55499666666,2225.56786,3115.19880666668,1519.690855,944.991971666663,1787.845255,8457.91944166667,1276.20283166667,1477.98845666666,11207.7071916667,9978.42902833335,3239.09158000001,2001.18896,2737.121185,11885.242775,19095.1858583333,2557.94776,2571.38334277778,4183.17457333333,1792.88610166667,6686.41063333331,1508.52644166667
"US-Ton",6694.857,8064.32497725,10361.600064,3888.48424999999,2224.13375,5542.00781674999,4999.84166666667,7179.28839000002,5890.2195,8502.725,6949.67275000001,8171.02024999999,9749.39924999997,8911.86600000002,10208.72375,10561.949,17478.3195,5642.115,8060.50824999999,6922.79799999998,7958.56550000004,6725.70250000004,5664.74087500001,4827.9666,5960.28715,5648.22739999999,4747.10000000001,6851.27249734999,8780.77399999998,9380.88304513798,5918.60949999999,6349.005,6569.80057916665,6488.1665,7121.62837500001,1337.399999,4724.60827350001,8664.91350000002,7851.03400000007,8810.75750000001,6258.3745,7156.27950000002,6333.40149999996,5066.41400000004,5827.88249999999,5440.55350000001,7075.72879166665,9773.83935000001,6234.20100000001,1710.86146425,3451.11488690001,4178.40141499999,2566.730323,3991.1615,5811.28100000001,6919.47550000001,22940.108645,6820.47050000001,2330.2495,7074.556,6305.569,71166.05,32210.999,8804.48780699999,4802.1115,5966.59450000001,5675.31349999999,3409.0415,4552.504,3000.88350000001,5369.77134989286,5498.4,9210.57973831576,9725.45,14270.5,15272.77285,13517.7174205,9486.3757777778,6619.25000000003,5229.36623695499,10657.223885,5877.658263835,6393.744,2464.91683333333,3899.2995,4377.1545,4028.3965,5233.17439491667,7795.26605749997,4411.83049999999,5931.22500000001,3625.15035,3612.0603,6452.62844999999,60810.5499999999,6532.06750054222,5791.48332100001,16897.6481670001,5444.808237255,6356.99535999999,7048.21312000001,6646.60000000002,7853.60000000002,6603.078744,2876.545697481,8794.86500000001,3991.23000000002,4196.25,5505.06500000003,7432.80849999998,5910.97,6720.44650000006,11840.5935,4519.706962,13805.9685,13791.6099999999,13864.9245,6628.606,5388.22087499999,7832.22753591499,5471.01194285001,7559.3075,7081.48979500002,0,1412.40025,15014.22965426,6071.61885000001,5857.02425,3092.61509,2428.49199999999,8984.41782500002,5517.0545,5171.75000000001,3911.445,3936.78733333334,2634.98166666667,6559.03133333332,4905.55333333332,3851.42002777779,5147.82358333335,4164.87833333332,5405.71700000001,6274.70508333335,5875.67849999999,4875.61791666666,8991.09816666667,2227.05870833334,4545.67458333334,3725.86266666666,6098.69925000001,8738.52958333333,5887.31633333335,4419.26070833333,3441.81983333332,5784.34333333334,6931.43916666668,4279.64624999999
